Record Sequence Number,EQID,YEAR,MODY,HRMN,Station Name,Station Sequence Number,Station ID  No.,Station Type,Station Network,Earthquake Magnitude,Magnitude Type,Mo (dyne.cm),Strike (deg),Dip (deg),Rake Angle (deg),Mechanism,Hypocenter Latitude (deg),Hypocenter Longitude (deg),Hypocenter Depth (km),Finite Rupture Model: 1=Yes;  0=No,Depth to Top Of Fault Rupture Model,Fault Rupture Width (km),Fault Rupture Area (km^2),Fault Name,Slip Rate (mm/Yr),EpiD      (km),HypD           (km),Joyner-Boore Dist. (km),FW/HW Indicator,Source to Site Azimuth (deg),Vs30 (m/s) selected for analysis,Preferred NEHRP Based on Vs30,Surface Geological Unit,Station Latitude,Station Longitude,Depth to Top Judea (km),Depth to Vs=1100,File Name (Horizontal 1),File Name (Horizontal 2),File Name (Vertical),H1 azimth (degrees),H2 azimith (degrees),Type of Recording,Instrument Model,Type of Filter,npass,HP (Hz),LP (Hz),Factor,Lowest Usable Freq - V (Hz),PGA (g),PGV (cm/sec),PGD (cm),f 0.01 Hz,0.012,0.014,0.017,0.021,0.025,0.030,0.036,0.044,0.052,0.063,0.076,0.091,0.110,0.130,0.160,0.190,0.230,0.280,0.330,0.400,0.480,0.580,0.690,0.830,1.00,1.20,1.450,1.740,2.090,2.510,3.020,3.630,4.370,5.250,6.310,7.590,9.120,10.970,13.180,15.850,19.060,22.910,27.540,33.110,39.810,47.860,57.540,69.180,83.180,100.00
11,,2008,0128,0301,IS_MMA3__BHZ,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,264.952884,,,,,,,,33.01205,35.40572,,,,,,,,,,,,,,,,7.0602984522483001e-05,2.2013304872233259e-07,7.5602118615724537e-09,1.4440257002799055e-11,1.4543366680312924e-11,1.476186638075608e-11,1.5478487612500218e-11,1.6593898167215183e-11,1.7320692041208578e-11,1.8223658921334576e-11,2.1339450201199292e-11,2.4634557501510064e-11,3.0456440542011515e-11,2.3258348586615622e-11,3.7066606113610814e-11,4.1840332146023879e-11,9.3674635883923643e-11,3.7243435507828746e-10,5.0365817285080313e-10,5.2591623367686336e-10,7.2394691723246532e-10,5.5236695806403706e-10,8.3145832061957121e-10,1.0289219413033785e-08,3.1556978303378688e-09,4.4633002572295525e-09,9.4405365279436908e-09,1.3121546380205514e-08,7.4080052875984195e-09,2.8820785204358229e-09,2.4751934803779912e-08,1.9336514362678842e-08,4.3293521596058514e-08,2.0435659274408442e-08,5.7946005246898775e-08,6.1627420340634764e-08,6.3949103651124698e-08,1.3727245926819536e-07,1.3556436872800562e-07,1.3874305792464219e-07,3.5062257764767843e-08,9.5377954844239377e-09,7.5748642347819625e-08,1.2419370939984823e-08,1.6726060631080944e-10,,,,,,,,,
12,,2008,0128,0301,IS_SLTI__SHN,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,356.777292,,,,,,,,32.2408,35.041,,,,,,,,,,,,0.48739690838536964,11.261546290434179,,,2.4118020171253352e-07,1.2687029056551626e-09,3.3930958953128987e-10,6.831895382009712e-12,6.8321906543754512e-12,6.832556621017613e-12,6.8332049724964749e-12,6.8342606753600122e-12,6.8355432090403102e-12,6.837455633447812e-12,6.8402851331990285e-12,6.8448906589248207e-12,6.8505326652904439e-12,6.8600229433128108e-12,6.8754875736494532e-12,6.8938464490681396e-12,6.9286695144972723e-12,6.9774332131069905e-12,7.0963352548493852e-12,7.1974153727815662e-12,7.4062305940615835e-12,8.3425937101894758e-12,1.4123138224322208e-11,2.887747975579354e-11,1.184362342771277e-10,8.5506541210996155e-11,1.0212475222262176e-10,1.0638100476178817e-10,2.662149302746694e-10,2.0422937612277876e-10,1.6502853417820913e-10,8.9539268940784025e-10,7.5277631060220585e-10,9.9212538459683153e-10,1.248656467063968e-09,8.1345119619847424e-10,6.0333621845421483e-10,3.9042410227554615e-10,3.4441046631863173e-10,2.8187906866539579e-10,2.8411005380066742e-10,1.5276920752916131e-10,1.5501994241466133e-10,1.8867370855495336e-12,8.8996512111389266e-13,,,,,,,,,
13,,2008,0128,0301,IS_HRFI__BHN,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,594.052164,,,,,,,,30.04,35.03,,,,,,,,,,,,0.42986705277582427,8.3306974396366797,,,4.4663272168170772e-06,3.6280518354516578e-08,8.4282232098820169e-09,1.5749211726544495e-11,1.6184773453836574e-11,1.6677747487972868e-11,1.7543828593518935e-11,1.8877123601040894e-11,2.0377574792133352e-11,2.2453643851565548e-11,2.5180737976415921e-11,2.9116995870342098e-11,3.3331417459480852e-11,3.9510860041641196e-11,4.7344096906487537e-11,5.7121137755271659e-11,7.0777441392829976e-11,8.7240412031053284e-11,1.2305038081295025e-10,1.4918667342809038e-10,1.6713432568395825e-10,9.0904566931342936e-10,3.2316567962241953e-09,9.9395995104285916e-09,1.1936236182688674e-08,1.3712523795012508e-08,1.6811254589523618e-08,1.9258119187345974e-08,2.0279471295455124e-08,1.4026814874152187e-08,1.8111578755736975e-08,1.6462602742259096e-08,1.3608756044239268e-08,5.3096023615709365e-09,6.1105855981435647e-09,9.6164312296598662e-09,1.6527384860331275e-08,2.162818978430405e-08,9.2680088159684555e-09,1.1706236745655039e-09,2.54615274082692e-10,5.0482231861152977e-11,2.650513077067323e-12,5.1807045576510666e-12,4.6540810850007446e-12,,,,,,,,,
14,,2008,0128,0301,IS_SLTI__SHE,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,356.777292,,,,,,,,32.2408,35.041,,,,,,,,,,,,0.62658499510811649,10.444048025110865,,,1.9723090282977048e-07,9.3058279178042833e-10,3.1290583009696841e-10,5.2434364446081628e-13,5.243224645341654e-13,5.2429932326845835e-13,5.2425566450942744e-13,5.241868075103599e-13,5.2410424859660528e-13,5.2398424564243463e-13,5.2382272175446765e-13,5.2355470094303933e-13,5.2326252740463512e-13,5.2292647709062191e-13,5.2237567975406827e-13,5.2266913652528603e-13,5.2215917221419655e-13,5.2974687325355248e-13,5.2201391142832638e-13,5.4772451479177638e-13,7.1049169345667693e-13,1.1359720483543331e-12,6.1596927043394314e-12,2.532024909999739e-11,8.6782707544394317e-11,1.44907463369823e-10,4.3851683059871596e-11,1.3276180081010468e-10,2.167665775616128e-10,2.0019004042838325e-10,2.3694313972530478e-10,4.7942872444108541e-10,5.3005444363705047e-10,9.7266984730665553e-10,6.3404269743923778e-10,2.6159871896111077e-10,7.4274965379546927e-10,3.3562366178489601e-10,2.8084027770810197e-10,3.4772276557463976e-10,2.4504644768417574e-10,8.3596502337628253e-11,1.0291678650807474e-11,1.0130965366207474e-12,6.9153281095767963e-13,,,,,,,,,
15,,2008,0128,0301,IS_HRFI__BHE,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,594.052164,,,,,,,,30.04,35.03,,,,,,,,,,,,0.51250984717013537,11.841793144174749,,,4.2028874188662554e-06,3.9366922335806807e-08,5.1525235560206583e-09,1.0802166490493005e-10,1.0802107146100337e-10,1.0802032373641042e-10,1.0801899830826414e-10,1.0801679446245052e-10,1.0801402083046089e-10,1.0800977068186545e-10,1.0800330243436219e-10,1.0799207414083646e-10,1.0797719806134508e-10,1.0794953251673126e-10,1.0790292253836207e-10,1.0782550237699637e-10,1.0766823153125577e-10,1.0760753467633653e-10,1.0793228317418183e-10,1.0408487398768973e-10,1.20043786770948e-10,9.1567802032681775e-11,1.1159934355580693e-09,3.9260469900842667e-09,6.5538186893271909e-09,9.9824183754531579e-09,1.9370821442804378e-08,1.5657866665349751e-08,4.97565672885392e-09,2.5672604674170868e-08,1.4266964359761586e-08,2.2310454017444126e-08,1.4042018035945048e-08,2.5074785946352218e-08,1.7162429894624191e-08,3.4644011083644413e-08,7.1544013786265294e-09,2.8666174424740955e-09,1.4877387105583933e-08,7.5961431345706289e-09,5.236774770064893e-09,1.8256087571746895e-09,4.638289490783957e-10,1.559298364780854e-11,1.5188095979038462e-11,,,,,,,,,
16,,2008,0128,0301,IS_HRFI__BHZ,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,594.052164,,,,,,,,30.04,35.03,,,,,,,,,,,,0.65886954668176212,11.841793144174749,,,4.6074370308206877e-06,2.8068204145931147e-08,2.8923290106574593e-09,2.4035612243532909e-11,2.4040383159547689e-11,2.4046268441106357e-11,2.4056651888180854e-11,2.4073651589792289e-11,2.4094354755841901e-11,2.4125134124965177e-11,2.4169641564140088e-11,2.4241575080111166e-11,2.4328581049460143e-11,2.4472571507771558e-11,2.467985590256456e-11,2.4971268216470537e-11,2.5428908135931203e-11,2.6032727071094959e-11,2.7987337832780818e-11,2.9364346360807534e-11,1.7401863332539591e-11,6.7700439944517175e-11,1.4181419442599158e-10,2.0595486571082401e-09,1.7567225840667905e-09,9.5037260682390329e-09,4.2445151565421279e-09,1.1208412285274886e-08,9.8073983854800613e-09,1.6830018140874048e-08,1.5895464786097414e-08,4.5388578788454327e-09,2.3194926807696221e-08,3.9034320050492749e-09,1.811256105433865e-08,6.0707667168415266e-09,2.6123137238651069e-08,1.5178487214244777e-08,1.6580657010699301e-08,9.3783148766207929e-09,9.2435210418369883e-09,1.1686027637773037e-09,3.4194650243580497e-10,9.6086545549868603e-12,1.2591719180633722e-11,,,,,,,,,
17,,2008,0128,0301,IS_MMB1__BHZ,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,264.490243,,,,,,,,33.01513,35.41081,,,,,,,,,,,,0.65886954668176212,14.845846604961229,,,5.6421452762639691e-05,1.5932178354077255e-07,5.6020728020227208e-09,8.2300540832874046e-12,8.21853619851661e-12,8.2039456563387104e-12,8.1785078084697131e-12,8.1370577548299851e-12,8.0868807760730952e-12,8.0123093352792986e-12,7.9037312029663474e-12,7.7287613908321774e-12,7.5184233377702329e-12,7.1714542459386269e-12,6.6753920481408662e-12,5.9859041788466824e-12,4.9310965167519138e-12,4.1618320688616795e-12,3.7307315011196038e-12,6.5116100601620164e-12,2.3783261102872751e-12,3.4402944865063758e-11,1.799205868291653e-10,1.1028443484970013e-09,1.9556924293314422e-09,4.4890140132391233e-09,8.29319608612898e-09,1.7021227112488457e-08,1.0425200726445851e-08,9.016459078929657e-09,1.1881445195872098e-08,1.1545138710674226e-08,4.7840514911951149e-08,4.9525579381906329e-08,7.2055089233941392e-08,1.4242024470837303e-07,4.377303668155437e-08,2.1090226246877764e-07,2.2004141399102709e-07,1.7354433972758316e-07,2.7443704275563235e-07,6.3623953790556102e-08,5.7938764572189666e-08,1.3007398899756066e-08,1.3249910145016591e-13,,,,,,,,,
18,,2008,0128,0301,IS_MMC2__BHZ,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,263.2262,,,,,,,,33.02681,35.41164,,,,,,,,,,,,0.62658499510811649,15.223506287502721,,,7.4510577419320044e-05,1.743621030102215e-07,7.8277865651496388e-09,2.489476145629154e-12,2.5079419194878576e-12,2.5295329918361879e-12,2.5690844664139989e-12,2.6328359342208638e-12,2.7100273440066273e-12,2.825896990223454e-12,2.9932662686955643e-12,3.2637040456242746e-12,3.5915952009472452e-12,4.1344594213617327e-12,4.9179397307255049e-12,6.017348313527987e-12,7.7950099529973131e-12,1.0117460242463993e-11,1.3893442926178065e-11,1.8407102728193946e-11,3.2555062101223786e-11,5.3610704841135287e-11,1.0769706560790321e-10,1.0960242741274035e-09,5.2487461697939197e-09,6.1765668272860535e-09,8.1387936811218819e-09,9.0743316362654416e-09,9.8581224677940759e-09,1.5863224621417099e-08,4.7593266921741953e-09,5.2373274688915027e-08,5.1283582883393852e-08,5.727519995106097e-08,6.8165160980737958e-08,1.1977280184261931e-07,2.1954685503140989e-07,1.9517462071340331e-07,1.147303067887704e-07,1.610853153715479e-07,2.0859311068063454e-07,7.2521232241380513e-08,2.697887370312051e-08,2.5368388046623748e-08,5.7689564086080636e-13,,,,,,,,,
19,,2008,0128,0301,IS_MMA0B__BHZ,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,264.681811,,,,,,,,33.01527,35.40305,,,,,,,,,,,,0.53891672049481687,11.841793144174749,,,9.4110256110103033e-06,4.2463267867153252e-08,4.7220436526020785e-09,1.37794031865641e-10,1.3782866653897669e-10,1.37871840315339e-10,1.3794759732764611e-10,1.3807132815777375e-10,1.3822288201877949e-10,1.3844768241624007e-10,1.3877452536361727e-10,1.393049756118942e-10,1.3994482545276651e-10,1.4099213746989738e-10,1.4259956455854819e-10,1.4479846689481577e-10,1.487976246456401e-10,1.4071163110483782e-10,1.5838534355634135e-10,1.3267694483491319e-10,2.5959225522907546e-10,3.6259441446338499e-10,4.5156216539052992e-10,1.0724769069033788e-08,1.0259694047644545e-08,8.4411626825035335e-09,2.0423019738338033e-08,1.6390686664642656e-08,9.5803243188164097e-09,1.4474851471041904e-08,6.0154530099814388e-09,1.3849071302568391e-08,3.8939141141953885e-08,4.3339787116882597e-08,1.2270174427341606e-08,2.6559432719287348e-08,4.3242599963893656e-08,1.3725009721731171e-08,3.8979642826182798e-09,1.5958273194828107e-08,1.3469803999578994e-08,8.2082182328893065e-09,2.5834239422108362e-09,1.3258179186873328e-10,1.6352747799865009e-12,,,,,,,,,
20,,2008,0128,0301,IS_MBRI__SHE,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,623.002081,,,,,,,,29.79329,34.9152,,,,,,,,,,,,0.35160608575313845,10.184955554091268,,,8.0744304656643319e-11,4.5790913510266289e-13,5.7241141371118572e-14,1.5675405705214768e-15,1.5677462602979107e-15,1.567984597693341e-15,1.5684199353031783e-15,1.5691289611203692e-15,1.5699891631314641e-15,1.5712758206607782e-15,1.5731477381565472e-15,1.5761873004105538e-15,1.5798693389644014e-15,1.5860283037838811e-15,1.5950057542667986e-15,1.6078784652650159e-15,1.6283438787649148e-15,1.6557613479220809e-15,1.7149357431511585e-15,1.7631557491560184e-15,1.7485050460592587e-15,1.9267909124819325e-15,1.7753818434989564e-15,7.5140007753437502e-15,1.3907596815148589e-14,4.4507837981883931e-14,3.9458884868284206e-14,1.3925252336844335e-13,2.2694867878272925e-13,2.1820052131061152e-13,2.8941342794121281e-13,8.1985033406982243e-14,5.0046749892572882e-13,3.2574879286609159e-13,1.0427233256899858e-13,9.3423978053318665e-14,1.1655256394581832e-13,4.8381233406901655e-13,2.0605015585962003e-13,1.3515012816741808e-13,7.7233260452380676e-14,1.6029929777327433e-14,3.5027749699766034e-15,2.4020409992286773e-16,2.070119379974111e-16,,,,,,,,,
21,,2008,0128,0301,IS_MMC4__BHZ,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,265.126538,,,,,,,,33.00722,35.41861,,,,,,,,,,,,0.47530572792954845,14.11840138794345,,,5.2481433391477167e-05,1.390712899090153e-07,5.452436794188459e-09,2.2018301105925015e-12,2.1994563576443912e-12,2.1964811404285568e-12,2.1913243167506038e-12,2.1829780455804206e-12,2.1728009526882622e-12,2.1576754649979372e-12,2.1360534073530103e-12,2.101637716950862e-12,2.0620607581626169e-12,2.0021468046682254e-12,1.9334021916812828e-12,1.8998098286679649e-12,2.2564405292096182e-12,2.757506241995304e-12,7.5362168440725378e-12,1.4632507554941823e-11,2.1920521356876235e-11,6.7676229089434826e-11,2.0391700111193917e-10,2.9367386702315336e-09,4.3889493454056933e-09,4.833344787160247e-09,9.0409572060714719e-09,8.2225267446698276e-09,5.1329463035256925e-09,6.632302035686655e-09,5.1944973373070324e-09,2.0419268341727235e-08,2.2752699510351746e-08,3.6463097127008165e-08,6.0282272602230838e-09,3.8410772960410636e-08,2.8629770129604847e-08,1.3641134142019678e-07,1.7557620863203896e-07,1.6345795365456578e-07,5.076340377921212e-08,2.2767260173073569e-08,1.0104305478875876e-08,1.0016973973624858e-08,5.8076444493794988e-13,,,,,,,,,
22,,2008,0128,0301,IS_MMC3__BHZ,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,264.077939,,,,,,,,33.01826,35.41381,,,,,,,,,,,,,,,,6.2432163139237743e-05,1.631655139536678e-07,5.5411633328106837e-09,1.9109940809673374e-11,1.9354614558050173e-11,1.9608562485965079e-11,2.0233405683644751e-11,2.1914255879163284e-11,2.3124602280800854e-11,2.5910514633084236e-11,2.8925611527408856e-11,3.4059562349117086e-11,3.8863462052374805e-11,3.3390791721503221e-11,5.6856232499837502e-11,7.9616369765972165e-11,8.583863743823674e-11,1.7427751946819918e-10,3.9890515734406431e-10,4.5052340120524688e-10,5.1487174802967568e-10,7.5289331189938136e-10,1.2027883025308633e-09,8.2231846967244636e-09,1.1919170512666925e-08,9.2590131052430111e-09,1.0333223094282566e-08,9.7339398609588043e-09,7.0841946733232283e-09,1.0727554089267338e-08,1.9095621907445325e-08,8.5281382314887639e-09,6.0686984694763913e-08,3.1045871555603719e-08,1.695582747355391e-08,8.3940238197242751e-08,1.4225111855750449e-07,6.6103303660360604e-08,8.3204170152983166e-08,1.09347851906614e-07,6.0943618642882175e-08,5.0044365569806298e-08,3.1969648325440681e-08,5.5917219421694973e-08,6.981065007960192e-11,,,,,,,,,
23,,2008,0128,0301,IS_PRNI__SHE,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,560.546944,,,,,,,,30.3522,35.0052,,,,,,,,,,,,0.55262608466879115,7.7259553793370914,,,3.4621861060681953e-06,2.8098416649597798e-08,4.8251277662282111e-09,1.1709457844121284e-11,1.1735036937289829e-11,1.1764626101228903e-11,1.1818291787979334e-11,1.1905002359567799e-11,1.2009626174460155e-11,1.2164066353876115e-11,1.2384531036803041e-11,1.273342861291382e-11,1.3142050796702529e-11,1.3793771142767678e-11,1.4684225506868628e-11,1.585413522746474e-11,1.7523321364026994e-11,1.9472294331115644e-11,2.2696739802225686e-11,2.6219770961412504e-11,3.1293907664702122e-11,3.981169495899484e-11,9.9491235409291325e-11,1.2692633354801253e-09,3.5642453847835897e-09,1.9132981057194711e-09,1.8082405342759766e-08,1.1766610209764702e-08,1.7367975926038138e-08,1.3376013548535636e-08,9.6079930164692274e-09,1.510022720612913e-08,1.9998927206560493e-09,1.2764489571895407e-08,1.1283986866291453e-08,9.9704418375066366e-09,9.4342770709414041e-09,1.1542706902683786e-08,6.0360900052066759e-09,1.1786106490836114e-09,3.8405665865502322e-10,2.7600263045959862e-10,8.8215629170522628e-12,5.1937552331776618e-12,4.9719049850712409e-12,,,,,,,,,
24,,2008,0128,0301,IS_MMC7__BHZ,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,264.244015,,,,,,,,33.02205,35.39256,,,,,,,,,,,,0.52554745366924738,14.845846604961229,,,5.7758857399156764e-05,1.6805921904543777e-07,7.6146424356902172e-09,1.3324361311371242e-11,1.3362289337174755e-11,1.3409875699141314e-11,1.3493363347039861e-11,1.362932137518795e-11,1.3794017435676512e-11,1.4038981969437783e-11,1.4396716685734921e-11,1.4973687331146443e-11,1.567144761228175e-11,1.682883950753349e-11,1.8478652882596183e-11,2.0882708496913356e-11,2.4561835930894346e-11,2.9135880329423233e-11,3.52967158941117e-11,5.4549552127573986e-11,6.8414551677768087e-11,1.0433480550012019e-10,4.4670697625455554e-10,2.8732967821230311e-09,6.0521124758989113e-09,6.1961149563428242e-09,1.393442000995458e-08,5.6715370113745944e-09,1.2259972991708012e-08,4.1473327663923822e-09,1.4071698533565042e-08,4.8643846808799395e-08,2.6031754538395141e-08,4.1668645691774147e-08,6.5312161932367637e-08,5.2134912637786655e-08,1.022686236881671e-07,2.4871768375443703e-07,9.4467674858568694e-08,7.4182085347139631e-08,5.1791977426032526e-08,4.5340815018599248e-08,1.9483235801727218e-08,2.1359654461779532e-08,1.0008872956755372e-12,,,,,,,,,
25,,2008,0128,0301,IS_MMLI__BHZ,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,326.132054,,,,,,,,32.438,35.422,,,,,,,,,,,,0.96038477249796073,14.477555778261765,,,5.0741910925982906e-05,1.5817068408616658e-07,7.5573044276819885e-09,5.6569720685325265e-10,5.6574851489250161e-10,5.6580985445224918e-10,5.6592070793251149e-10,5.660999356790837e-10,5.6631694559384517e-10,5.6664069887753838e-10,5.6711355098053598e-10,5.678760008837981e-10,5.6879769106957295e-10,5.7029609651929614e-10,5.7253772090783625e-10,5.757518673313326e-10,5.803051631920332e-10,5.7913335562391101e-10,5.7866916211028375e-10,6.6117083335104864e-10,6.4911462867943292e-10,7.5074394822626571e-10,6.5745397000490905e-10,6.9945588122903131e-09,7.036979879901339e-09,1.308017111337299e-08,2.3119873427440358e-08,2.7036232421104077e-08,1.1085219284604407e-08,2.7487038120078228e-08,1.8481603362701098e-08,8.1072648128140674e-08,4.7354146156932324e-08,3.7015420669567255e-08,5.2325265654290251e-08,9.7268837899057142e-08,9.6319217229121588e-08,2.4617508737746622e-07,2.0784900528938805e-07,1.0824573466954364e-07,2.6158969547366537e-08,4.5035416151806475e-08,1.9642325946906803e-08,3.7302587892560736e-09,7.770275946224928e-11,,,,,,,,,
26,,2008,0128,0301,IS_PRNI__SHN,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,560.546944,,,,,,,,30.3522,35.0052,,,,,,,,,,,,0.72851470582348288,8.7599334303389345,,,2.2579560180334397e-06,2.2681776512229357e-08,7.1253380372156402e-09,1.8604597718976299e-11,1.8606628461075129e-11,1.8608991259384728e-11,1.8613231729094755e-11,1.8620107598209668e-11,1.8628594394082936e-11,1.8641246364056478e-11,1.8659547457127572e-11,1.8689451858002127e-11,1.8725816309987261e-11,1.8786927418687846e-11,1.8876685328389611e-11,1.900606199319302e-11,1.9214728133567761e-11,1.9497206488508801e-11,2.006989927089972e-11,2.0879022291022994e-11,2.2551320005867126e-11,2.487583663602863e-11,5.9777277367383142e-11,2.2699359467159614e-10,5.9819469259557591e-10,2.5346822296909699e-09,9.620940306604711e-09,1.516200411797571e-08,1.6974361820168877e-08,1.9913574693117017e-08,9.8484373408017776e-09,6.4560439224847849e-09,8.7300591113519968e-09,4.201951221537584e-09,7.4901565983164028e-09,1.0628945354369913e-08,4.7345874929255096e-09,4.1486677789081381e-09,6.5209106494391225e-09,1.2451196383966992e-09,1.259025551967302e-09,2.2732712151416773e-10,6.8909060844760304e-12,1.8893171306556675e-12,1.6051018835617777e-12,,,,,,,,,
27,,2008,0128,0301,IS_MMA2__BHZ,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,264.906106,,,,,,,,33.01249,35.40572,,,,,,,,,,,,0.56668419784034996,16.007891610655562,,,7.0121720715269842e-05,1.7498775959795627e-07,5.0736034101665433e-09,2.4785268689126725e-11,2.4766910760596679e-11,2.474696652753658e-11,2.4710213267038886e-11,2.464918277773942e-11,2.4575363705543347e-11,2.4465766458454317e-11,2.430704302745691e-11,2.4051214008361332e-11,2.3741934652028936e-11,2.3231430006480668e-11,2.2498068509908806e-11,2.147648033952459e-11,1.9857560835817645e-11,1.7135563931519252e-11,1.6654197807424449e-11,1.3987259543576385e-11,8.8156836162548046e-12,5.1442521572463869e-11,3.3240781977015489e-10,2.3379205228837894e-09,2.2796107360423462e-09,3.1864908847567617e-09,8.2905243794410696e-09,7.5250508215142704e-09,1.015462726558353e-08,1.0909416946127433e-08,1.3442691012230582e-08,1.4758916104304628e-08,4.4827335848257948e-08,3.539897753321683e-08,3.5316561630839759e-08,1.0275336085716488e-07,3.420310847741314e-08,1.0291236190419049e-07,8.4027275211190837e-08,3.0625082931074878e-07,1.7957776898801578e-07,6.1222907844768787e-08,1.7745990195370229e-08,1.2967251077777894e-08,8.3607860430890487e-12,,,,,,,,,
28,,2008,0128,0301,IS_MMC1__BHZ,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,263.044655,,,,,,,,33.03052,35.40368,,,,,,,,,,,,0.58109993174575947,14.477555778261765,,,7.5946172698348712e-05,1.9829556847195827e-07,6.5372179448542939e-09,2.9583439783812269e-10,2.9587473984868949e-10,2.9592206569539585e-10,2.9600577264848924e-10,2.961432799288649e-10,2.9630873279432691e-10,2.965586355643363e-10,2.9691789690997795e-10,2.9750155439106061e-10,2.982060812864315e-10,2.9937740075993781e-10,3.0107235309885825e-10,3.0346451299762896e-10,3.0720936291531588e-10,3.127844547846041e-10,3.2343404113211986e-10,3.3085315867778417e-10,3.6200993404318581e-10,4.2149160458715185e-10,2.9954293356245365e-10,9.6785252235119697e-10,7.7937196978265417e-09,7.9030824905876338e-09,6.2618629285577475e-09,4.7541002452940674e-09,1.7435831015335842e-09,1.6470585110951363e-08,1.724066438681677e-08,1.0431315436074818e-08,5.6852752196608033e-08,5.2392277079478838e-08,8.3917677948973048e-08,5.5657485774762765e-08,2.8196159754162764e-07,2.7104290717020146e-07,1.4681443708808825e-07,1.7068001234393149e-07,5.5043541272370712e-08,2.2462796371550664e-07,3.1959349055587858e-08,5.0514255608170732e-09,3.8050708158661192e-11,,,,,,,,,
29,,2008,0128,0301,IS_MMB2__BHZ,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,265.481334,,,,,,,,33.00971,35.39526,,,,,,,,,,,,0.58109993174575947,14.477555778261765,,,6.3240959312346328e-05,1.903801286894772e-07,9.2346947267554249e-09,1.7281122813193464e-10,1.7283398995542326e-10,1.728612033394326e-10,1.7291038722666209e-10,1.7298993663868981e-10,1.7308630822047965e-10,1.7323001096159762e-10,1.7343990372703786e-10,1.7377827251358556e-10,1.7418660179909294e-10,1.7486554819139936e-10,1.7585086363839262e-10,1.772417180217534e-10,1.7944377571414025e-10,1.8270900338083892e-10,1.8551084612521731e-10,1.8909851583578073e-10,1.9539812835453064e-10,2.1193043708969802e-10,5.0540895148742542e-10,1.5518162337060517e-09,1.8778716543287945e-09,4.0115094666293129e-09,5.146018820264889e-09,7.7648445211693738e-09,4.8552025997446241e-09,1.4684195955067808e-08,2.3713073812228147e-08,1.212311270977501e-08,6.5666217820674877e-08,6.9402570239510072e-08,4.0963898990709372e-08,1.3216232229854795e-07,1.0190417205006805e-07,1.4347385928007763e-07,3.8092966378723481e-07,2.209896154049435e-07,1.0280252950944562e-07,4.0022431961228329e-08,3.2087015577404416e-08,6.7653449648332811e-09,6.9137835575188723e-12,,,,,,,,,
30,,2008,0128,0301,IS_HNTI__SHE,,,,IS,3.4,,,,,,,35.299,36.235,,,,,,,,264.575116,,,,,,,,33.0827,35.1741,,,,,,,,,,,,0.52554745366924738,11.261546290434179,,,2.0002321698174898e-06,7.3847713672998228e-09,5.7138637438492081e-10,9.2689700596529157e-12,9.2695657675433121e-12,9.2702726042666264e-12,9.2715573247303963e-12,9.2736348349573477e-12,9.2761550791349938e-12,9.279926902289929e-12,9.2854452369885914e-12,9.294356599665191e-12,9.3052546691163803e-12,9.3234938181967736e-12,9.3502025733317255e-12,9.3871395151269726e-12,9.4453712720243758e-12,9.5296747326472626e-12,9.726721039167135e-12,9.9322835092276519e-12,1.0337796496275974e-11,1.2350159390255051e-11,1.6207603376052347e-11,1.6460608141762432e-11,1.3794972771010041e-10,1.5015241667081111e-10,2.2786701293847706e-10,5.5549271778394864e-10,6.8050667852731261e-10,1.2920738077756138e-10,6.7647304851974228e-10,1.6095316759037114e-09,6.0736392886908143e-09,6.9685010911430265e-09,1.9405202979377774e-09,7.2532719649466883e-09,4.0984153607648753e-09,3.6470987093708251e-09,7.2990649775892062e-09,6.1033982571621364e-09,2.7980200113696722e-09,2.9941623466108399e-09,5.368080830410818e-11,1.5365301916676187e-12,5.4546516165039921e-13,,,,,,,,,
